,calendar,fomc_day,fomc_release,fomc_since_inv,fomc_until_inv,har_ma,numobs,sumabsret,sumautocov,sumbipow,sumpret2,sumret,sumret3,sumret4,sumvolume,vix,vix3m,vvix
2023-03-20,0.028326185192384782,0.020162574075208065,5.80607573193382e-07,0.009200386345767345,0.004160784782687627,0.28438959573836925,0.001815252388192767,0.16334893712660103,0.042298401391288105,0.040820129140373605,0.030105744041637957,0.14857494608456862,0.01778790990366717,0.0628922980878225,0.08770932874743212,0.01628330504968909,0.014033186734439507,0.028090454562297206
2023-03-21,0.028277279453589575,0.02016236662862413,5.807641735296364e-07,0.009208346064814635,0.004221713819495046,0.2840563097295875,0.0018019270772035843,0.16501147026887297,0.042289188181516085,0.04143930771067657,0.03013319632685102,0.1479106197635787,0.017737095150293813,0.06256668861184633,0.08713899675951567,0.016115909916369433,0.013843308911271826,0.02808569486171976
2023-03-22,0.028004056896320247,0.021703600341509317,6.591695149936185e-07,0.009115405199658904,0.004297378856726682,0.28579229061162464,0.0017712077348917923,0.1656916208465031,0.041628073586263095,0.04200839580593762,0.030658328847298646,0.14642378208334206,0.01737939475687517,0.062428268461103546,0.08603348101704661,0.01581594970135073,0.013524216993422994,0.027723889090609865
2023-03-23,0.02800818331331661,0.02092591293354159,6.010173357175927e-07,0.009239579511276134,0.004289443042527735,0.2862224938574303,0.0017647300239232613,0.16587416365741414,0.041628862841245784,0.04197817524158659,0.031071057640350754,0.14565159039575762,0.017429827555530773,0.06273978253230855,0.08616966418072848,0.015681703145070308,0.01342963223927262,0.027894596871383064
2023-03-24,0.0284083380477837,0.021006887020453262,6.013151115315435e-07,0.009285894653749236,0.004229679673393075,0.28516401827906906,0.001757444434381819,0.16556285490981115,0.042177771834461426,0.042359223119109515,0.03129693956972019,0.14638352157606666,0.017508973318956733,0.06276605852928585,0.08528019784617419,0.015498402043828012,0.013289703002957653,0.028023490825686947
2023-03-27,0.028307134290958526,0.020608829273929576,6.033187293369554e-07,0.009282601384199878,0.004188992723919612,0.2853354136174907,0.001749586748663861,0.1666524696614508,0.04171863499703432,0.0429958784448949,0.031606227673168265,0.14579392933607865,0.017422808799998826,0.06292471150847914,0.08502643225102746,0.015284117354363344,0.013174227205823261,0.027927401409789457
2023-03-28,0.028382415757674726,0.020697509242124643,6.061911901746733e-07,0.009293378367736568,0.004185155298926821,0.28487116163942733,0.0017452425602757287,0.16778177986544254,0.04085461510525235,0.04355625778331764,0.03192432781158456,0.14521240815555997,0.017258943527171503,0.06324499101469039,0.08516010608549258,0.015042119518805654,0.013071306883380849,0.027717675191945974
2023-03-29,0.028080440723271045,0.020658203621324547,6.052672272778645e-07,0.00924034012977091,0.0041584302001518745,0.28569763286284694,0.0017307995997014125,0.16950912801757775,0.04017670947583192,0.04394781929171288,0.03211856753113839,0.14439576816778693,0.01740313384702488,0.06341663323572881,0.08445168230656376,0.014758301794835952,0.012886411721734922,0.027369392205769606
2023-03-30,0.028019025597959775,0.02053554740086995,6.018916652623623e-07,0.009162018238753681,0.004125422647108294,0.28690925372940623,0.0017099828150353585,0.1710931910443876,0.039923453487322534,0.04379182355981978,0.03205712401046346,0.14367028638031823,0.017188060067271287,0.06302936128326704,0.08456506775948669,0.014506092259907464,0.012598037589180424,0.0271156502377768
2023-03-31,0.028705388341013646,0.020399661553306987,5.980630473560402e-07,0.009083554233844203,0.004097371465525292,0.2877493799724518,0.0016888905176186935,0.17226597223509896,0.039853347522548564,0.04347141575789629,0.031916752103910206,0.1434961173017831,0.017376917440692,0.06300826575341903,0.08343686443849918,0.014223849689824177,0.01231424428031852,0.0269114093292019
2023-04-03,0.027827862148031405,0.020359361349018515,5.970951187867188e-07,0.0090541486211529,0.004095317051595041,0.2887784253938992,0.0016749024563351997,0.17329941061542747,0.03936365579399593,0.04366880779644587,0.031906203759705036,0.14260347242470203,0.017497378429572132,0.06327903886325745,0.08356399750573196,0.014043216731921847,0.012086761434568223,0.026897442529520883
2023-04-04,0.02765313519369734,0.020281743255702516,5.949462385363891e-07,0.009009697505324623,0.004092668863102012,0.2915944202751548,0.0016597897444812777,0.17384346544703233,0.03930206225875308,0.043035777110162196,0.03141792250531617,0.14048012852667152,0.017589566431882402,0.06339099868138015,0.08409006285830643,0.013874768302541852,0.011852623273962234,0.0268305748202906
2023-04-05,0.027636080654634843,0.020155492143518704,5.91350993353133e-07,0.00894603022406926,0.0040855664364977265,0.29427080997870037,0.0016410881081809958,0.17446323263117797,0.03878816250401113,0.042610563245462904,0.030984651192462687,0.1388493151455155,0.017623433696543876,0.06358805662987232,0.0842445621880283,0.013721560046483016,0.01159303594084135,0.026797767883005738
2023-04-06,0.027284622568626644,0.020016867322120775,5.874332658527442e-07,0.008878917860886616,0.004070286514580078,0.29718165085129805,0.0016208629477564606,0.1752549773168506,0.038261851213230044,0.04226724563431019,0.03070370429223129,0.1363726402256342,0.017662672848789127,0.06390492745542523,0.08478319977104021,0.013593086625261097,0.011327331093805286,0.026814568024888474
2023-04-10,0.02686991353833572,0.019852586113082465,5.82144542610932e-07,0.008785258830209119,0.004042690803519634,0.2998726435938566,0.0015933907553352424,0.17598889656423283,0.03769115253106036,0.04184890101362551,0.030411136235959726,0.13433981351884564,0.017597734126450534,0.06420675706233905,0.0857683565556201,0.01333334292135366,0.011071257243517464,0.026725586448113924
2023-04-11,0.02679734681957026,0.019780810145208227,5.788992972167047e-07,0.00871895510869317,0.004016257321670271,0.30265084862688507,0.001568195795343211,0.17658675020205306,0.037423478613248136,0.04131105622759664,0.029878942388582515,0.1320808410270036,0.01752918780906797,0.06465653029933996,0.08645477697862175,0.013079286375249995,0.010858903613795845,0.026607253748772992
2023-04-12,0.02693909862621264,0.019721270763729006,5.774422557401425e-07,0.008680586938173786,0.003987531266815247,0.3031004216931061,0.0015557789406906303,0.17655116021793668,0.03729349797021934,0.041077932299494295,0.02963728334275556,0.13335346109142243,0.016950800054733494,0.06533189940884593,0.08588765118059064,0.0128116110590141,0.01068162929490209,0.026437808409102405
2023-04-13,0.026882131680759057,0.019656474584771034,5.760144748788873e-07,0.008650690139784041,0.003959694066150866,0.30388599925164955,0.0015520202075114831,0.17750425572596631,0.03673684854094148,0.040791902949911626,0.029427747389126444,0.13299670959282076,0.01695975605279685,0.06596793054636294,0.08555931908279499,0.012569276601608557,0.010495988091327468,0.026402679481241965
2023-04-14,0.026642252195965586,0.019657419868200496,5.765093280024213e-07,0.008650116014517505,0.003944086293204949,0.30540440173768646,0.00155958082724484,0.1775443015114226,0.036419220258115226,0.040586126067398726,0.02933438537427438,0.1328197601295636,0.01674509867480913,0.06659961624093033,0.08499050939106964,0.012417590621474066,0.010337410816578048,0.02634754746821651
2023-04-17,0.02645713486868832,0.01957469465989761,5.745149507348144e-07,0.008614600250505077,0.003910316082516411,0.30662919609234573,0.001562020702841596,0.17888288368822355,0.036323401316358236,0.0405550169916439,0.029140581393121416,0.13136015894968306,0.016367875343751993,0.06676108618049202,0.08499780781565086,0.012292354216663911,0.010127563246827044,0.026442733685838587
2023-04-18,0.026411442898914294,0.0195129978202743,5.731100641100348e-07,0.008589537369945072,0.0038768678878802827,0.30710311891481334,0.0015659136956597364,0.17986097111728827,0.0358224062101024,0.04046875479964475,0.02903991363675501,0.13090304124476118,0.01623548178987986,0.06697830833874659,0.08508364333000432,0.012201659034271013,0.009942645860130836,0.026402722940864615
2023-04-19,0.02654467707749577,0.019463407743173525,5.720854687842124e-07,0.008569929933720414,0.0038437443334751868,0.30871067132369795,0.0015706217259620551,0.17996977951743884,0.03571183878268709,0.040211195812684626,0.028760031476826566,0.12989984566068508,0.015986669592978408,0.06754060324453084,0.0849245615622197,0.012176676409946095,0.009764311976685687,0.026350861740323448
2023-04-20,0.026408539921443926,0.019365998916978225,5.696325699867963e-07,0.00853283332030573,0.0038155163111311583,0.3085430661148177,0.0015726833123834885,0.17945688536408366,0.03559735334139299,0.039968144964868245,0.02854805771118431,0.13159062236625496,0.015835410579655977,0.0678858732079578,0.08505431517556994,0.012075820221426243,0.00957460052664311,0.026173709011332584
2023-04-21,0.026086685545610836,0.01935428422316523,5.697199721036688e-07,0.008534345126934639,0.0038194232289620084,0.30966440560911696,0.0015824348544999037,0.17938773378232722,0.03557371760831504,0.03975446618663881,0.028458686320442465,0.13136165250596457,0.015590438234815976,0.06851020296164628,0.08475711550137881,0.01204603373305441,0.009431588068861954,0.026086216788292878
2023-04-24,0.0258549560962563,0.01932819574329862,5.69379563570855e-07,0.008527868258167055,0.0038382721371496417,0.3110761548621169,0.0015835683470060548,0.17976850270938158,0.0353701210602249,0.039659161329540296,0.02828390226357725,0.1301860528640631,0.015619023422869284,0.06909268522644717,0.08471450380844894,0.012023665782228713,0.00926975848414884,0.0258030382255117
2023-04-25,0.025903581080492993,0.01935636510107983,5.706526712013275e-07,0.008545577025274661,0.003886500374791779,0.3115346657325327,0.0015901831487951212,0.1789190872924474,0.03538075092785402,0.039409536358169496,0.028227657629965944,0.13006856748063791,0.015694229177435095,0.06969866366039305,0.08505832044235516,0.01194879574315302,0.009145929688352592,0.02563101848359792
2023-04-26,0.02591368086393136,0.019343931198177,5.707331223158896e-07,0.008544100916069147,0.003935386508631781,0.31210514010346324,0.0016012285871571529,0.1777742876329741,0.035056195564055745,0.03893354258259587,0.02804220762376859,0.1314505998418354,0.015632608878779583,0.07002593878875844,0.08540527177558845,0.011823830648136323,0.00899417428373032,0.025417303469225352
2023-04-27,0.025984391834886846,0.019443004921108554,5.74040922592132e-07,0.00859086459758841,0.004015629922985086,0.31064339341915337,0.0016212749902858898,0.17697336512496842,0.03489402031956179,0.038658408194738786,0.02785001200786015,0.13259923766050163,0.015712014292475464,0.07098482792673771,0.08585472680445964,0.011953693778893474,0.008862148782679453,0.025358411380192725
2023-04-28,0.026248598874328948,0.01947190774695034,5.751888230723056e-07,0.008606093705903295,0.004094137368155404,0.3116768594216694,0.001634831307653664,0.1759685553823551,0.03436419696337281,0.038624848649015484,0.02779962468081847,0.13183344437286884,0.015791579785865782,0.07153264822644247,0.08633256583683686,0.012140510975095954,0.008697773185527079,0.025181248328316926
2023-05-01,0.026407913802207895,0.019468208039029447,5.753915535767563e-07,0.008606718495583586,0.004195598973426194,0.3106502188703522,0.0016458335194066678,0.17560298912240296,0.034313607644387345,0.03872704981168959,0.027887083188610686,0.13236081543975597,0.015751647003385712,0.071971409309737,0.0866136487326313,0.012341083397379129,0.008533970547772165,0.02492162871068863
2023-05-02,0.026352127442567326,0.01953991073043882,5.778130648135241e-07,0.008642120564223659,0.0043668248967912255,0.31116341524327396,0.0016637932958883737,0.1745943869411895,0.03408451441611255,0.03842227240663081,0.027849278249728295,0.13238381460775225,0.015469744069802735,0.07283582793379098,0.0870987629744458,0.012503433538499613,0.008425193049976241,0.024604001825823087
2023-05-03,0.025312402961806698,0.02089732104087963,6.499808212223109e-07,0.008492356590714399,0.004508221590405895,0.31409826853034634,0.0016464434099135888,0.17410528467719885,0.03374468954745457,0.0387215552305062,0.02830146129237196,0.13169951424109588,0.015054254492321697,0.0723236670840131,0.0867657110667213,0.012369642692440742,0.008153642303138893,0.023804913267849042
2023-05-04,0.025213811254819633,0.021250638845648144,6.478910908790126e-07,0.008596960474815975,0.004509609630550883,0.31501902076970467,0.001655134900010236,0.17360848175270227,0.03339439902865711,0.03861431112457746,0.028226113678708493,0.13188391727920495,0.015006345005099151,0.07226824335114497,0.08692415482386492,0.012331055686071655,0.008032023024765758,0.02346513147856268
2023-05-05,0.025949552897219095,0.02069766805428287,5.97696205756874e-07,0.008809120072833807,0.004531346449368669,0.312194470634046,0.001687809861022288,0.17358474249115705,0.03305467234134693,0.038056426598208966,0.027609296560123626,0.13423022478208932,0.015211912183563428,0.07293409768073549,0.08726846657111609,0.01265736414699014,0.008006931384886947,0.02351529959480357
2023-05-08,0.02606361195242525,0.020356667544397276,6.000489509450659e-07,0.008795670089876369,0.004494884380036891,0.3118432539707186,0.0016782449833183208,0.1738747549528521,0.03286427503439395,0.03819333380460255,0.027731922829249217,0.13395200984239763,0.015295320901085,0.07350471745536905,0.08734676721238331,0.012850788312719024,0.007905432160536787,0.0232477445246879
2023-05-09,0.025704283021566895,0.019884506383563958,5.984405669271628e-07,0.00870924984481668,0.004461604380643322,0.312820665015207,0.0016584468760278146,0.1750201034247093,0.0327117643830816,0.03830221973813591,0.027766629707708514,0.13290632129346558,0.014888494521493668,0.07375581334479443,0.08790064000669019,0.012902473056124991,0.00776668748558011,0.02283949907582312
2023-05-10,0.0260914287803622,0.020000910605566843,6.021574092538184e-07,0.00869395866230061,0.0044943412753896935,0.3117756599367264,0.0016563746167516193,0.17407319933910753,0.033270114830824316,0.03811377533839719,0.027864251183727543,0.13307540218807942,0.014936513736191464,0.07445077504801252,0.08808261569068329,0.013089435152981223,0.0077022139467898066,0.02262842751069931
2023-05-11,0.026164090747255998,0.02003783550128581,6.03489920639164e-07,0.008660615367009858,0.004512288894195338,0.31160581078804717,0.0016488111783286587,0.17436394710900377,0.03247192438634505,0.038136455391636535,0.027794747162923503,0.13363238992035598,0.014806182755561274,0.0746122957713405,0.08826090572387846,0.013274027969682948,0.007622877934405153,0.022394189908823275
2023-05-12,0.025980154177584213,0.02009816710000174,6.055080493203966e-07,0.008645039808170501,0.00453961590101985,0.311731915866761,0.0016418152101557847,0.1746297915972436,0.03256854601405741,0.0383445211108366,0.027775066445979612,0.13245990887339562,0.014816546165390151,0.07497332365089181,0.08833603029724553,0.013431127765226905,0.007568998480619081,0.022458826027371436
2023-05-15,0.02594560578913011,0.0201259446608537,6.065386671721739e-07,0.008623982320797112,0.0045649339766677885,0.3121639255159403,0.0016340156447391364,0.17498572968050297,0.032189524708163095,0.03860591729404725,0.028022991648722878,0.13059878999694902,0.014758251206591435,0.07526394867458742,0.08920014062153853,0.01352034892146973,0.007488023004055636,0.022307319796576623
2023-05-16,0.02594438523099261,0.020101082005738513,6.059911326213294e-07,0.00859020366100579,0.004585622901327725,0.31228728252859395,0.0016208303288673322,0.17521019688020142,0.03217261118277461,0.0387900539130539,0.02811110461997394,0.12979095264937884,0.014606736422622578,0.07528112516360967,0.08990163418241799,0.013514343918445259,0.007398944778701281,0.022092283641161982
2023-05-17,0.026176603947246815,0.020131114223695682,6.071353168277899e-07,0.00858973965073223,0.004623587823776163,0.3113912991656226,0.0016088414961328607,0.17504747991940445,0.03222864607383457,0.03902436191816234,0.028040702022777534,0.13050703572968922,0.014666380956912577,0.075489392614143,0.08963722833903313,0.01362774980230877,0.007340404231820024,0.021868824949391307
2023-05-18,0.026177844345908953,0.02015094605509145,6.079649882031645e-07,0.008592110122917298,0.004668040595796622,0.310849047309782,0.0015965268787075007,0.1751549245441764,0.03207719411369123,0.03857767215576323,0.02779828899683615,0.1317646890438002,0.014444673307493015,0.07564160759748677,0.08952381251321527,0.013819289476867707,0.0072839084514645215,0.021878816526013447
2023-05-19,0.02603499897487357,0.02028378825362285,6.121821791683966e-07,0.00864645521806189,0.004745259954913221,0.31044968971855336,0.0015903490283751041,0.17513405310441643,0.03191144590367785,0.038839436215344005,0.027885316536111135,0.13148812532631632,0.014510788853507898,0.07610469522464663,0.08927996732597965,0.014073494516997211,0.007283019471065743,0.021738504191357953
2023-05-22,0.02588712566559733,0.020387458663419518,6.140285828259822e-07,0.008662462503320284,0.004793559578775681,0.31038024864589003,0.00157849660167646,0.17544491945241888,0.0322215497129003,0.039019540242807245,0.028011331064338344,0.13031995233946853,0.014589630114843606,0.07636906542922278,0.0893414148374662,0.014243761890598639,0.00725868806928789,0.021490181159385384
2023-05-23,0.02594970540781225,0.02048570401059945,6.154903766106983e-07,0.008669183253239095,0.0048190819115556715,0.30965293514648756,0.001565475142137672,0.17488037089707323,0.032074734083525035,0.03926622508597609,0.028127177700915582,0.13108040851288372,0.01461305593891049,0.07654356360252428,0.08951529960546963,0.014281447585412612,0.007240700714804739,0.021234315910296245
2023-05-24,0.02610173972323502,0.02058873150016693,6.187278803126255e-07,0.008697887637127187,0.004840994773082912,0.30872302460292567,0.0015573855982789066,0.17390262183688904,0.03239444084421193,0.03933384516936524,0.028521923602438586,0.13175742910707125,0.014446771128167578,0.07690647489528117,0.0895314439145852,0.014290275832201955,0.00725570399336975,0.02114868711372124
2023-05-25,0.026245168691768923,0.020741455747533107,6.237591364799189e-07,0.00875419128340486,0.004869130873220108,0.3078048720876773,0.0015530441340928151,0.1726890245130319,0.03287516125704797,0.039257281549634405,0.02871410906552871,0.13260735840367496,0.014484377471436095,0.07716773613478334,0.08961013594807153,0.014308785804647188,0.00727816957279223,0.021039373702517867
2023-05-26,0.026642398810753812,0.020876984495769413,6.282954791669138e-07,0.00880236634662627,0.004886871574702214,0.3061833573858087,0.001547055483590692,0.1721284254989476,0.03316917018200451,0.03953849678922875,0.02887655720855566,0.13338613968542554,0.014594661446147501,0.07730502644726714,0.08945849903395386,0.014340342592880875,0.007291462445233441,0.020971556277624856
2023-05-30,0.027014532278022363,0.02127395378413732,6.407140353862307e-07,0.008962228029354452,0.004951697213677928,0.3060751634249548,0.0015719708478938105,0.17246162803586726,0.03373080702838696,0.0399179223916611,0.029215977963676535,0.13578669155289175,0.015172237947789272,0.07831652303929482,0.08217921197398616,0.014454189863943553,0.007477364710755687,0.02143725919967091
2023-05-31,0.027361911596934557,0.02142669838668861,6.457875416437888e-07,0.00901848570377889,0.004958695037357773,0.30519378368461114,0.0015619904899799443,0.17236086384089339,0.03387218444908102,0.04025123183890173,0.029454721913419392,0.13500341071353653,0.01512184931930936,0.07840521606648304,0.08217888876791438,0.014647485907982604,0.007599412177243,0.021582524318343028
2023-06-01,0.027366447005271275,0.021474938628403068,6.477538545560545e-07,0.009032300993437882,0.004956036794688214,0.30388722353837466,0.0015463081545402152,0.1720107299816674,0.03379837373246241,0.04066558485257493,0.02959725975455647,0.13574542945943338,0.015124329216069337,0.07817660906866711,0.08233657505559339,0.014862156829648124,0.007633448334150239,0.021785600846607286
2023-06-02,0.02749499311578778,0.021534515558928432,6.500136482290858e-07,0.009047509238085316,0.0049739619605002235,0.30420993010926706,0.001533151153276546,0.17275607048156869,0.03406242825116069,0.04085222314708223,0.029491680851792063,0.13408877010216166,0.015085481393704506,0.07806768044428887,0.08212550320647882,0.01510230836781515,0.007649490662782771,0.021923651941671052
2023-06-05,0.027479144694612646,0.021473656156060457,6.485731514454666e-07,0.009009197321284388,0.004986065358616532,0.3042347808651524,0.001511379657123427,0.1716790570254279,0.03419656635391202,0.041026511926110586,0.02944345399353608,0.13458227257454272,0.015136127545197284,0.07791767908006622,0.08257789348097162,0.015203232887368467,0.007652623010687117,0.021889709496178637
2023-06-06,0.027211942668858354,0.021468947865302308,6.488118486872922e-07,0.008992404364002027,0.005031692966261103,0.30464687938824575,0.0014932458912352564,0.17201647507059556,0.03443536033565028,0.04115398466656395,0.029261369024650753,0.1343006996451625,0.015178322090030855,0.07766640193542215,0.08216704712928428,0.015337857328969945,0.0076852062476340235,0.021951514570282275
2023-06-07,0.027527988105833897,0.021518910906622564,6.507488481058966e-07,0.008994071909887599,0.005112514745900838,0.3043435294697636,0.0014819969286364715,0.17167348160011472,0.03460118995902353,0.04107906999045704,0.029248001235299203,0.13340984623777385,0.015217657881200424,0.07771894154067831,0.08245103845997111,0.01562908267836057,0.007768774332752727,0.022223253268875462
2023-06-08,0.027527939813942894,0.02147990868139849,6.49971259134137e-07,0.00895767692912588,0.005195579535076773,0.305550017080369,0.0014654806393102646,0.1724096557732458,0.03474280917707717,0.0411404568483958,0.029142711279339407,0.13182923885374123,0.015157912335392435,0.07736006278169517,0.0819286755709166,0.01594866396314518,0.007842520863233787,0.022320039903334834
2023-06-09,0.027247770173456372,0.021486488659561726,6.506545774340693e-07,0.008935029576690776,0.005315050389365289,0.30547396086979406,0.0014503782493977793,0.1727336951974127,0.03451771567994787,0.04114299124992547,0.02914411320223424,0.1310488195769876,0.015297516641640618,0.07744193399615991,0.0821032630331106,0.01632052393642091,0.007936589379334785,0.02240350953398199
2023-06-12,0.027128260120875526,0.02143651316569636,6.496007156686597e-07,0.008884709977764983,0.005462491408234665,0.3053939892342241,0.0014320564546998259,0.17286464811480806,0.033962678507402096,0.04096714246160818,0.029034731443140723,0.13224567121656342,0.015160171829530727,0.07735669964404586,0.08184432598025047,0.01652015997784538,0.00801250939926273,0.022292591463331308
2023-06-13,0.027264143643677647,0.021492274206367772,6.517214436933717e-07,0.008877429495657839,0.0057011191530476875,0.30510490283362235,0.0014206263041814243,0.17264355040169882,0.034120403226561916,0.04100222551405232,0.02908418233227647,0.13207211969800667,0.015399681082444137,0.07752488824822089,0.08100689693507647,0.016806518637079052,0.00813930387360378,0.02233908269298105
2023-06-14,0.027343007998296146,0.023224330715573428,7.389580302263273e-07,0.008793978193123326,0.005932910755089907,0.3058220720395325,0.0013977984304667133,0.17195174818484527,0.034133873051843386,0.04156555304147347,0.029501656416969575,0.1287910263071632,0.01550705673873719,0.07725296891140097,0.08139944757144914,0.016914410865448377,0.008212380765468503,0.022255041055088767
2023-06-15,0.027560106434075447,0.023757847353264507,7.425687583444394e-07,0.008897785109983172,0.005992243817416707,0.30289855351441936,0.00139348234359211,0.1711431099667674,0.03380095622714718,0.04143745123287367,0.0293584934025379,0.13010581122160808,0.015568877878938596,0.07789325380362398,0.08206759364606091,0.017310906657051008,0.008380279769347354,0.022432505052534236
2023-06-16,0.027919304616180328,0.02332411776422564,6.935286396600177e-07,0.009121099896744528,0.00609097672107817,0.29882920881859054,0.0014123620734014543,0.1701718176173643,0.034056642178643376,0.040496014716109294,0.028146132316729872,0.13274269309685413,0.015804195415190986,0.079310570508022,0.08287735361884573,0.017962896447914444,0.008689388870076522,0.023044531795389026
2023-06-20,0.027739601217897147,0.022888411297748327,6.946746623636013e-07,0.00895921023614419,0.0060599808560989924,0.2983916642161168,0.0013991716995779106,0.17043219937995854,0.03410628221297815,0.040377875959983545,0.028073194133715913,0.13302391397933583,0.015831943950138257,0.07971557817115414,0.08293740123237414,0.018215692503622028,0.00882851273783806,0.02301867154065566
2023-06-21,0.027766904597003313,0.022505667458806142,6.971850447609198e-07,0.008822175402068456,0.006070581051133246,0.2981726430735212,0.001386461090394405,0.17116910473608346,0.033629260295997374,0.04042337607013326,0.02804973994524325,0.13265493419172908,0.015616375649284569,0.08030472064242017,0.08279842825913955,0.018542316830131293,0.008968610760350415,0.023118002761516092
2023-06-22,0.027676821275409966,0.02247863599870675,6.963711677976439e-07,0.008663401226082279,0.0060781473993425945,0.29864684647458184,0.0013698395882636599,0.17198604314977692,0.03336878036270348,0.04052772098504061,0.02822299754084835,0.1311696186326402,0.015538602324163727,0.08028189165495753,0.08297475855239528,0.018792734475169243,0.009086940224525329,0.02313552376422459
2023-06-23,0.027883983655129074,0.02245630469848952,6.956977452549066e-07,0.008540207712885052,0.006095072668726467,0.2979285924334877,0.001352735102322081,0.17181398871385906,0.03343966823685031,0.04019179939972795,0.028033005762808285,0.1320097030848666,0.015531781075274744,0.08060697827499103,0.08293659265766742,0.018983371580730084,0.009204413285030626,0.02299110595940875
2023-06-26,0.027995904506869597,0.022503674306986396,6.971618107992941e-07,0.008466144750939403,0.006133952795317312,0.2977322095664919,0.0013397709848929793,0.17180548729526507,0.03388412540289454,0.04001524094832981,0.027850849731876622,0.1316675861469119,0.015493054684877617,0.08080019349133345,0.0831873833626877,0.01906895474902762,0.00934934995953014,0.022705420153957327
2023-06-27,0.028146738285503178,0.02247734575731918,6.96338903872683e-07,0.008382771342475484,0.006158941548325919,0.29795999824545577,0.001321678940870086,0.17264631286905568,0.03388260751018548,0.040162202410837164,0.027684787023009843,0.13164715336490934,0.015097765464502852,0.08081434956954632,0.08228857553728743,0.019235802071109444,0.009485601849357336,0.02260667187134553
2023-06-28,0.02781823307786464,0.022522023372201994,6.976803663275776e-07,0.008336579998135316,0.006203903602692197,0.29780126447057736,0.0013091058744288545,0.17271934880473153,0.034280684192392503,0.039894392626796484,0.027499898356806652,0.13156828733435336,0.01521362923447794,0.08126832629941816,0.08190579651233172,0.019429405574875873,0.009646845154442625,0.022581577833106384
2023-06-29,0.02786436127833459,0.022601763313411963,7.002262403967064e-07,0.008322606610617816,0.0062688748613350135,0.2969269195866127,0.0012988249793401182,0.17268787359919738,0.03461138671935101,0.03958151648390606,0.027388082906452203,0.13242637949195707,0.015535020297193761,0.08164557523105977,0.0806876796598007,0.01968512987992319,0.009832884142528246,0.022634420732738022
2023-06-30,0.028809065331959455,0.022589661927986934,6.99936651001609e-07,0.008281599887104618,0.006314564834945748,0.29697154967290423,0.0012839075935342896,0.1728806387593798,0.03460162080206299,0.03940645666137808,0.027231318044301907,0.1319257775217004,0.015434459532469755,0.0817426315510211,0.07995576337559625,0.019895360575609818,0.009983516603752912,0.022691407387640875
2023-07-03,0.02868950668513459,0.022430925500746046,6.941472683521851e-07,0.008183613904867975,0.006304798405342861,0.29453157995758905,0.0012596182415752807,0.1716547433814464,0.03434194287818217,0.03910812764510203,0.026980651207718406,0.1306786560119327,0.015465961462751006,0.08108983518930475,0.08721271589026888,0.019641460626062743,0.010177849295258732,0.02224731956944808
2023-07-05,0.027997311974779816,0.022383029465312197,6.912377327472767e-07,0.00811192437421677,0.006297839334427648,0.29536939887981933,0.001239261429102768,0.17210414909882887,0.03416520707858404,0.03912931688365001,0.027033582395339373,0.1299482490313859,0.015371861527135273,0.08095923705356387,0.08786102009607041,0.019705409209233263,0.010280388494970052,0.022042122435847647
2023-07-06,0.027962218743496803,0.022383471493733095,6.898358320751571e-07,0.008069851189920105,0.0062861773044520786,0.2954728439299041,0.0012226222754928727,0.17314918862362214,0.033712283519737395,0.03926079507596464,0.027092388161483565,0.12943623221156506,0.015312387579541295,0.0811717763342417,0.08750080277065435,0.019747467849262706,0.010419194874312424,0.021799608226783396
2023-07-07,0.02785200559472284,0.02233285106179994,6.883902317208602e-07,0.008047983754454811,0.006255971861444811,0.2942111887668323,0.0012117533361074102,0.1737270170087928,0.03359922477184445,0.03917571288695641,0.027277996917033087,0.13079603695888556,0.015231610803578759,0.08144609802857931,0.08691548554104503,0.01984642301127364,0.010559365431774007,0.021512585874643175
2023-07-10,0.027772636849601868,0.022348794311919686,6.891781623109008e-07,0.008056486579752505,0.006240142590084328,0.2941544155338681,0.0012046072631468551,0.1737391632650878,0.03350567393284862,0.03909543622824679,0.027134570739103175,0.13024473791838606,0.015344461822665795,0.08194856327662979,0.08727103810531099,0.0199831414511041,0.010735059406488109,0.021220381547592957
2023-07-11,0.027972014825282148,0.022396029895881298,6.909190797459373e-07,0.00807142243786332,0.006225047992355086,0.2942329670255461,0.001197056690440509,0.1739033809275657,0.03349849584872586,0.038983900522623474,0.02698725907280501,0.12958374603425205,0.015408297587570568,0.08243581704448441,0.08716931827716821,0.020113014054544322,0.010920702681341472,0.02090083816247092
2023-07-12,0.0283636287109507,0.022504154888434016,6.945531284911469e-07,0.008102736361461445,0.006224896878219462,0.29427988351734696,0.0011926508396635641,0.17402876670528258,0.033478903707833914,0.03895734922792992,0.026896043685518282,0.1279023009379729,0.015393520851354543,0.08309706651431353,0.08728705034274167,0.020413055763181552,0.01114227921529553,0.020735017299370957
2023-07-13,0.02837513673898461,0.022469857328480596,6.937970734320003e-07,0.008079596569731696,0.006197479225509026,0.294025028104145,0.0011791374025622652,0.17388430776107994,0.03331386029898765,0.038783166234125054,0.026708589784898384,0.1290094668489091,0.015333418553027355,0.08342354870298442,0.08692123749629,0.0205733330507095,0.011291843171599704,0.020430298930902382
